year,query,text,emotion
2020,Vaccines and Side Effects,A cook who doesn't eat his own food is suspicious.,sadness
2020,Vaccines and Side Effects,A drug dealer never takes his own drugs,sadness
2020,Vaccines and Side Effects,"He's not going to take that poison. He's laughing himself to the bank, saying ”suckers”😂😂😂😂",sadness
2020,Vaccines and Side Effects,"These are human trials. If he was so confident he would've been the first to take. They are waiting to see the ramifications of their sped up, non tested, trial run.",joy
2020,Vaccines and Side Effects,"That's like going to a restaurant and asking  the chef ,how is the food?
Chef:the food is delicious but I haven't taste it yet 😂😂😂😂😂😂😂😂😂😂",sadness
2020,Vaccines and Side Effects,"a medical product so good, the CEO of the company wouldn't take it.",sadness
2020,Vaccines and Side Effects,"Pls, let’s wake up and stand together ppl.If every single person refuses then there’s nothing they can do. If we want this to end and go back to our normal. We have to stand united, worldwide. God help us all.❤️🇨🇦",joy
2020,Vaccines and Side Effects,"I agree he should take it before it gets distributed among hospitals and no not about ""cutting in line"" but to demonstrate that he trusts his own products. By demonstrating its safety to the world people will be more trusting of the product.",sadness
2020,Vaccines and Side Effects,I don’t trust any cook that won’t eat his own food.,joy
2020,Vaccines and Side Effects,It's like when a chef won't eat the food they cooked,sadness
2020,Vaccines and Side Effects,He should be the first one to take it he helped make it this would give the American public so much more confidence.,joy
2020,Vaccines and Side Effects,This is insane. Why won't he get it? That's sus af. He will sell it but won't get the shot himself...wow. taking it up with the ethics committee. Very sus.,sadness
2020,Vaccines and Side Effects,"LOL “After you my good sir, i insist 😊”",joy
2020,Vaccines and Side Effects,"This is like that question, to Boeing Exec's --  Do you intend to fly yourself and your family on the MAX ??",sadness
2020,Vaccines and Side Effects,He knows what is really in those bottles,joy
2020,Vaccines and Side Effects,"Why do I have an uncontrollable urge to watch ""The Phantom Creeps""?",fear
2020,Vaccines and Side Effects,He’s been too busy rolling around in money.,sadness
2020,Vaccines and Side Effects,"This doesn’t make any sense , since hes the CEO and helping make these would it not be very important for him to get it first ?",joy
2020,Vaccines and Side Effects,This guy could go really far up the Corporate ladder if he went to work for The Umbrella Corporation🤣,sadness
2020,Vaccines and Side Effects,"when exactly is he getting it, they must vaccinate him immediately...",joy
2020,Vaccines and Side Effects,It’s like when a chef doesn’t want to eat his own food.,sadness
2020,Vaccines and Side Effects,We need more sanj teaching us how to wash our hands for for ten hours a day...very informative,joy
2020,Vaccines and Side Effects,He hasn’t taken it... I don’t blame him ...because  I am definitely not....,sadness
2020,Vaccines and Side Effects,You lost me at the CEO not taking it.,sadness
2020,Vaccines and Side Effects,He should take it now. One dose makes no difference to what available to the rest of the world.,joy
2020,Vaccines and Side Effects,And this will be the first and the last interview where he is being asked if he has taken his own poison or not.,sadness
2020,Vaccines and Side Effects,"that smug smile of his
“these fools”",joy
2020,Vaccines and Side Effects,"This is the future, perfection of work method to accelerate vaccine pipeline delivery. Instant lifetime profit win for CEO having developed vaccine. This is big bucks.",joy
2020,Vaccines and Side Effects,But he was quick to sell his stocks🤷🏼,fear
2020,Vaccines and Side Effects,"Ditto...his response;""Are you F N crazy? I'm not putting that shit in my body""....🤣🤣🤣",anger
2020,Vaccines and Side Effects,"This dude funny dawg lmao."" You first I insist.""",joy
2020,Vaccines and Side Effects,"""Have you or a loved one have taken the COVID 19 vacancie? If so you and your family could be entitled to financial compensation."" 5 years from now",joy
2020,Vaccines and Side Effects,Excellent point..need both doses for maximum efficacy and most impact for death rate minimizing,ambiguous
2020,Vaccines and Side Effects,I worked in a automobile making factory. One thing I learned very well was that you should never buy a car that was a new design that just came out. Always wait about 2 or 3 years.WHY?,joy
2020,Vaccines and Side Effects,"I remember when a salesman would say: I'm not only the President, I'm also a client.",sadness
2020,Vaccines and Side Effects,I wanna see him receiving the shot a camera,sadness
2020,Vaccines and Side Effects,"New tech comes out: tech nerds buy first. New fashion comes out, all the merch makers are wearing it first... 
New drug comes out, drug makers:
You know what we are gonna hold off for a little while... We need to have a ""committee"". 
Me: [brain starts thinking... And thinking]",joy
2020,Vaccines and Side Effects,"""I need to test it out on the public first.""",fear
2020,Vaccines and Side Effects,Y'all forgetting he still has to follow the queue regulations even though it is his vaccine,sadness
2020,Vaccines and Side Effects,WOW! I'M STILL WONDERING WHY HE STILL CAN'T GET ONE FOR HIMSELF 🤔🤔🤔🤔🤔IJS,joy
2020,Vaccines and Side Effects,"If he had already taken it people would say ""oh of course, rich people get it first""",anger
2020,Vaccines and Side Effects,"Can you imagine when there is the flu season every year if they published numbers of how many people had influenza every day, then people would be freaking out, as they are doing with covid.",sadness
2020,Vaccines and Side Effects,"they said some women may become infertile, I have a pretty strong immune system and I'll be fine with that. My cousin and friend's dad both had corona and got better within 4 days. I don't want to take the risk.",sadness
2020,Vaccines and Side Effects,I will not be the guinea pig.,anger
2020,Vaccines and Side Effects,"I am doing the trial vaccine and I had two vaccines.  I had no side effects BUT two months later (today) I all of a sudden am having head tremors, dizziness, and loss of balance.  Looking back the dizziness started right after the first vaccine but I didn’t correlate it.  My doctor did lab work and all was normal and the agency doing the study won’t call me back but I am going to keep calling.  I am getting concerned because the head tremor has gotten worse just within a week.  Hard for them to track effects on trial participants if they don’t call you back.  This may not be vaccine related although I have never had any issues like this in the past ever and I have no idea if I got the placebo or vaccine.",sadness
2020,Vaccines and Side Effects,My body my choice. Besides if you're vaccinated why worry about the rest of us,sadness
2020,Vaccines and Side Effects,Lol. Here we go. It was perfectly safe just a day ago. 10% is a huge side affect. 2% is a huge side affect. I was leaning toward taking it. I'll wait now. Thanks GMA! When and if I do decide to take it I'll be reading that consent form closely.,joy
2020,Vaccines and Side Effects,I am in the 3rd phase trial . I have had horrible arm pain after the shot just got my second and  am still in pain . I have not felt good since my first shot and believe I got Shoulder injury due to vaccine administration from the first one   .. I am upset that they don't care about side effects anymore and just that is we end up with covid or not after getting it .,sadness
2020,Vaccines and Side Effects,Make it a suppository so politicians can shove it.,sadness
2020,Vaccines and Side Effects,I was in one of the first volunteer groups for this vaccine. Besides some minor body aches and the overwhelming hunger for human brains I think this is a step in the right direction,sadness
2020,Vaccines and Side Effects,Why need a Corona vaccine when we have a Corona beer??,sadness
2020,Vaccines and Side Effects,"I would have concerns for ederly and those with pre-existing conditions and weak immune systems taking this vaccine, not worth the risk vs. the likelihood of infection being quite low or you might be asymptomatic or recover with minor symptoms.",sadness
2020,Vaccines and Side Effects,We have heard sterilization and death of seniors. Why the rush when the percentage of deaths are so low. Don’t get me wrong I wish for no one to die.,sadness
2020,Vaccines and Side Effects,"I've learned to despise these little segments where the producers trot out some cute lady doctor who proceeds to speculate and make claims based on other vaccines. ""Tell us what we can expect"", ""some people might experience discomfort, others may not."" ""If you get a side effect, tell your doctor."" (""if you die as as result of getting the vaccine,  call your doctor immediately..."") I notice the newsreaders studiously avoided mentioning the President who made this happen.",sadness
2020,Vaccines and Side Effects,The only side effect I'm worried about is a sudden craving for human flesh.,fear
2020,Vaccines and Side Effects,"Thanks for the important information,love GMA 🥰👏",joy
2020,Vaccines and Side Effects,"Praise the Lord Jesus Christ

After Jesus rose from the dead, this is what he said.
Luke 24:
46 And said unto them, Thus it is written, and thus it behooved Christ to suffer, and to rise from the dead the third day:

47 And that repentance and remission of sins should be preached in his name among all nations, beginning at Jerusalem.

48 And ye are witnesses of these things.

49 And, behold, I send the promise of my Father upon you: but tarry ye in the city of Jerusalem, until ye be endued with power from on high.

----------------------------------------------------------
Then we see the gift of the Holy Ghost poured out, which is the promise of the Father Jesus said to wait for in Jerusalem.
Acts 2
King James Version
2 And when the day of Pentecost was fully come, they were all with one accord in one place.

2 And suddenly there came a sound from heaven as of a rushing mighty wind, and it filled all the house where they were sitting.

3 And there appeared unto them cloven tongues like as of fire, and it sat upon each of them.

4 And they were all filled with the Holy Ghost, and began to speak with other tongues, as the Spirit gave them utterance.
----------------------------------------------

And then Peter preaches the gospel to them,  and repentance and remission of sins preached in His name.
Acts 2:
36 Therefore let all the house of Israel know assuredly, that God hath made the same Jesus, whom ye have crucified, both Lord and Christ.

37 Now when they heard this, they were pricked in their heart, and said unto Peter and to the rest of the apostles, Men and brethren, what shall we do?

38 Then Peter said unto them, Repent, and be baptized every one of you in the name of Jesus Christ for the remission of sins, and ye shall receive the gift of the Holy Ghost.

39 For the promise is unto you, and to your children, and to all that are afar off, even as many as the Lord our God shall call.

40 And with many other words did he testify and exhort, saying, Save yourselves from this untoward generation.

41 Then they that gladly received his word were baptized: and the same day there were added unto them about three thousand souls.

Repent, and be baptized in the name of Jesus Christ for the remission of sins, and ye shall receive the gift of the Holy Ghost.
That is how you are saved from your sins.

Just as Jesus commanded. 
-------------------------------------------------------------------------------------------------------------

Matthew 28  :18 And Jesus came and spake unto them, saying, All power is given unto me in heaven and in earth.

19 Go ye therefore, and teach all nations, baptizing them in the name of the Father, and of the Son, and of the Holy Ghost:

20 Teaching them to observe all things whatsoever I have commanded you: and, lo, I am with you always, even unto the end of the world. Amen.

They baptized in the name of the Father, and of the Son, and of the Holy Ghost.
Jesus Christ.
One name given among men whereby we must be saved.
This is why every baptism done was in Jesus name, Jesus did not say to dunk them in water repeating the phrase ""Father Son and Holy Ghost"", he said to baptize them in the -NAME- of the Father, and of the Son, and of the Holy Ghost.
They did as Jesus commanded.
------------------------------------

Mark 16:
15 And he said unto them, Go ye into all the world, and preach the gospel to every creature.

16 He that believeth and is baptized shall be saved; but he that believeth not shall be damned.



And you see the Samaritans receiving the Word of God, and being baptized in Jesus name and receiving the gift of the Holy Ghost in acts 8
Acts 8:
12 But when they believed Philip preaching the things concerning the kingdom of God, and the name of Jesus Christ, they were baptized, both men and women.

13 Then Simon himself believed also: and when he was baptized, he continued with Philip, and wondered, beholding the miracles and signs which were done.

14 Now when the apostles which were at Jerusalem heard that Samaria had received the word of God, they sent unto them Peter and John:

15 Who, when they were come down, prayed for them, that they might receive the Holy Ghost:

16 (For as yet he was fallen upon none of them: only they were baptized in the name of the Lord Jesus.)

17 Then laid they their hands on them, and they received the Holy Ghost.
------------------------------------------------------------

And the Gentiles, receiving the same gospel, and the same obedience following. 
Acts 10:
43 To him give all the prophets witness, that through his name whosoever believeth in him shall receive remission of sins.

44 While Peter yet spake these words, the Holy Ghost fell on all them which heard the word.

45 And they of the circumcision which believed were astonished, as many as came with Peter, because that on the Gentiles also was poured out the gift of the Holy Ghost.

46 For they heard them speak with tongues, and magnify God. Then answered Peter,

47 Can any man forbid water, that these should not be baptized, which have received the Holy Ghost as well as we?

48 And he commanded them to be baptized in the name of the Lord. Then prayed they him to tarry certain days.

They believed, and even received the gift of the Holy Spirit, they knew they received it, because they spake with tongues and magnified God, the same thing that happened to them, [Acts 2]
And the first thing that was done, is that they were commanded to be baptized in the name of Jesus.

Because that is how you get your sins washed away.
Just as Ananias told Paul.....

Acts 22:
12 And one Ananias, a devout man according to the law, having a good report of all the Jews which dwelt there,

13 Came unto me, and stood, and said unto me, Brother Saul, receive thy sight. And the same hour I looked up upon him.

14 And he said, The God of our fathers hath chosen thee, that thou shouldest know his will, and see that Just One, and shouldest hear the voice of his mouth.

15 For thou shalt be his witness unto all men of what thou hast seen and heard.

16 And now why tarriest thou? arise, and be baptized, and wash away thy sins, calling on the name of the Lord.



That is why Paul was baptized, and this is his own account...
Which goes with the rest of the scripture.
1 Peter 3:
18 For Christ also hath once suffered for sins, the just for the unjust, that he might bring us to God, being put to death in the flesh, but quickened by the Spirit:

19 By which also he went and preached unto the spirits in prison;

20 Which sometime were disobedient, when once the longsuffering of God waited in the days of Noah, while the ark was a preparing, wherein few, that is, eight souls were saved by water.

21 The like figure whereunto even baptism doth also now save us (not the putting away of the filth of the flesh, but the answer of a good conscience toward God,) by the resurrection of Jesus Christ:

22 Who is gone into heaven, and is on the right hand of God; angels and authorities and powers being made subject unto him.



And now why tarriest thou? arise and be baptized and wash away thy sins, calling on the name of the Lord.

Romans 6
King James Version
6 What shall we say then? Shall we continue in sin, that grace may abound?

2 God forbid. How shall we, that are dead to sin, live any longer therein?

3 Know ye not, that so many of us as were baptized into Jesus Christ were baptized into his death?

4 Therefore we are buried with him by baptism into death: that like as Christ was raised up from the dead by the glory of the Father, even so we also should walk in newness of life.

5 For if we have been planted together in the likeness of his death, we shall be also in the likeness of his resurrection:

6 Knowing this, that our old man is crucified with him, that the body of sin might be destroyed, that henceforth we should not serve sin.

7 For he that is dead is freed from sin.",joy
2020,Vaccines and Side Effects,This was probably what it was like during the bubonic plague during 14th century minus all the dying.,fear
2020,Vaccines and Side Effects,Claims of sterility and death are also possible side effects....,sadness
2020,Vaccines and Side Effects,I’ve had Covid and the side effects are the same thing I had to deal with when I had Covid,ambiguous
2020,Vaccines and Side Effects,I don't have headache or fever but im going risk getting it by taking this shit??,sadness
2020,Vaccines and Side Effects,How about long term side effects? That is what they should talk about,sadness
2020,Vaccines and Side Effects,🐸 So.. how's everybody enjoying their FREE Sample of Socialism? 🐸,joy
2020,Vaccines and Side Effects,"There a shot then a booster ? 
So the couple said on they news.  
They also said they were very sick after their vaccinations",sadness
2020,Vaccines and Side Effects,I feel like I've seen this before oh yeah. I am legend,joy
2020,Vaccines and Side Effects,So I can sue if something goes wrong?,ambiguous
2020,Vaccines and Side Effects,Great news.,joy
2020,Vaccines and Side Effects,Sounds like there giving people CV!,joy
2020,Vaccines and Side Effects,Key word 'Theory',joy
2020,Vaccines and Side Effects,I don’t trust news started with “what you need to know”,joy
2020,Vaccines and Side Effects,I had COVID and it was the lightest cold I’ve ever had,sadness
2020,Vaccines and Side Effects,Went from 10% down to 2% very fast .,joy
2020,Vaccines and Side Effects,UNITED WE STAND... WAXXED WE FALL 😂🤣😊😜🤔😘😍😁,joy
2020,Vaccines and Side Effects,GMO Humans....  Full speed ahead!,joy
2020,Vaccines and Side Effects,the side effects appeared in everyone actually,fear
2020,Vaccines and Side Effects,The only covid video from gma that has more likes than dislikes,joy
2020,Vaccines and Side Effects,They keep talking about short term effects.  No one knows what the long term effects will be.,sadness
2020,Vaccines and Side Effects,Who can we sue? Lawyers get ready for suing gates and soros 😜,ambiguous
2020,Vaccines and Side Effects,What is funny they are saying all this but what other side affects if u read  the whole report  there are more side affects that they are not saying. they are not being all transparent,sadness
2020,Vaccines and Side Effects,0:16 why is china blue,sadness
2020,Vaccines and Side Effects,get vernon coleman on your show.   please,joy
2020,Vaccines and Side Effects,Tell us about the potential side effects of NOT taking the vaccine.,fear
2020,Vaccines and Side Effects,I want to see the 'experts' take the shots live on tv or youtube for months - see how they like it.,fear
2020,Vaccines and Side Effects,Is there any research into people who receive the vaccination and have autoimmune conditions where their immune system is already hyper active such as in lupus and other conditions? That is my concern for all of this that this is already a virus that seems to react in the system by engaging and increased auto immune response and obviously that is what a vaccination is designed to do. So if you already have aHyper active immune system that causes you joint pain fatigue organ failure etc. are you setting yourself up for potentially even more serious issues?,sadness
2020,Vaccines and Side Effects,Doublespeak at its greatest!,joy
2020,Vaccines and Side Effects,All drug have no side effect..only weed have side effect. Let's not pass it but we will pass all the opioids... LMAO,sadness
2020,COVID-19 Situation Report,May God help my country,joy
2020,COVID-19 Situation Report,Lock down work perfectly fine. May the Lord have mercy on the world and in particular Nigeria.,joy
2020,COVID-19 Situation Report,"We need to be prayerful, this virus is not taking it lightly at all",fear
2020,COVID-19 Situation Report,Nigeria should close down,sadness
2020,COVID-19 Situation Report,Unconfirmed kini....it's confirmed.,sadness
2020,COVID-19 Situation Report,We  wronged   GOD  A  lot  just   to  ask  forgives  to  him   to  forgive and  enlighten  has  all  in  the  whole  world.,sadness
2020,COVID-19 Situation Report,Nonsense. Declare emergency on malaria and fever.,sadness
2020,COVID-19 Situation Report,Good luck India. The civilised world is with you.  🤞🤞🤞,joy
2020,COVID-19 Situation Report,Still the best numbers so far per population as compared to developed nations.  Kudos to India for its fine management of the outbreak.,joy
2020,COVID-19 Situation Report,"Less no. Of cases have been reported in India as compared to yesterday.😊😊😊😊😊😊
Yesterday was reported around 1500 and day before yesterday was 2000cases .I hope everything will be fine across the world 😊😊😊😊😊",joy
2020,COVID-19 Situation Report,"Finally Allah answered all our prayers, every Kashmiri is laughing nowadays",joy
2020,COVID-19 Situation Report,Wow. Over 1 billion population. People living on top of each other and only 590 deaths. Thats amazing. Credit for taking it seriously.  Good luck India.,joy
2020,COVID-19 Situation Report,I'm so happy to see so many Hindus showing total solidarity with Kashmiris by locking themselves up at home hahaha,sadness
2020,COVID-19 Situation Report,"Yes, latest statistics are out now! 💙",joy
2020,COVID-19 Situation Report,"very much concerned about kolkata dire situation ?? 
may be sign of community transition  not hidden ??",sadness
2020,COVID-19 Situation Report,"comeon indians we can defeat the virus .Lets all be responsible.Lets follow the rules of lockdown.
with love from the northeast India🙏🏻🙏🏻🙏🏻",sadness
2020,COVID-19 Situation Report,U forgot madhya Pradesh and indore among the top worst affected city,sadness
2020,COVID-19 Situation Report,India doing good...love from bd....,joy
2020,COVID-19 Situation Report,"Total lockdown for another 2 week sbeyond 3rd may is only answer to the present situation , Meanwhile AllDoctors and health workers should adequately be protected and production of medical equipment may be increased on war footing and on top priority",ambiguous
2020,COVID-19 Situation Report,"Resources are very limited, if pendamic will hit India hard.
Country will suffer very badly.
God bless everyone.",sadness
2020,COVID-19 Situation Report,This Pandemic has lot to say - China,ambiguous
2020,COVID-19 Situation Report,1st view and comment,joy
2020,COVID-19 Situation Report,"I had this wonderful dream this morning and when I woke up, hey it's not a dream hahaha it's real!",joy
2020,COVID-19 Situation Report,"Modi, take care your peoples instead of carrying Trump.",sadness
2020,COVID-19 Situation Report,May God bless all of you !,joy
2020,COVID-19 Situation Report,"People belonging to the country which cares more about the economy than lives of people are asking questions. Try to do what we are doing for the last 30 days and see the difference for yourselves
Of course there are other factors like high temperature, vaccination in the childhood which are helping India",joy
2020,COVID-19 Situation Report,Congratulations India,
2020,COVID-19 Situation Report,more how many months.. one side nature is recovering on its own.. other side human creatures are suffering,sadness
2020,COVID-19 Situation Report,This all started because of some community,joy
2020,COVID-19 Situation Report,Only 391 in last 24hrs,ambiguous
2020,COVID-19 Situation Report,"Wion tv will you know explain us why ,how, and by whom three religion man who was on way to attend last rights of there guru was brutally killed by people in maharatra by naxal or villagers 
Bring culprits to hang them.
This is responsibility of media to cover issues of country now religious old man are being killed for being hindu.",sadness
2020,COVID-19 Situation Report,Under count cases.,sadness
2020,COVID-19 Situation Report,If this takes hold on India’s shanty towns it will be a nightmare.,sadness
2020,COVID-19 Situation Report,Stack up loads of Paracetamol and oxygen tanks as this is all they r giving in hospitals. Just oxygen therapy,sadness
2020,COVID-19 Situation Report,And India has a population of over 1 Billion! Do the Math and ask what is truly going on,joy
2020,COVID-19 Situation Report,"Wion News Channel is Good in Presentation, But you people need 2Check wit Live Covid1920 Figures using Worldometer Before Coming on 📷, ADD +1000+ to your Tally!, Thanks",joy
2020,COVID-19 Situation Report,It's because of Coronajihad!!,joy
2020,COVID-19 Situation Report,Why can’t the rest of India be more like Kerala?,sadness
2020,COVID-19 Situation Report,What is the forecast on the Egyptian pound in the near future? Is it going to drop again or keep recovering?,sadness
2020,COVID-19 Situation Report,"There are more than 4 Nigerian healthcare workers already dead within the UK healthcare system.
One of the research emerging suggests Vitamin D deficiency might be a contributory factor for increased deaths within the BAME groups.
Also UK should be very cautious in easing the lockdown measures otherwise a second peak will be devastating.",sadness
2020,COVID-19 Situation Report,"From America, we love you India, we got your back, we keep you in our prayers and thoughts. You shall beat this, India is good and strong!",joy
2020,COVID-19 Situation Report,"Pls pray for our India,,, lots of love for other countries",joy
2020,COVID-19 Situation Report,Sending my prays to India god please help that country,joy
2020,COVID-19 Situation Report,Prayers love and hope to India 🇮🇳 from the United States 🇺🇸,joy
2020,COVID-19 Situation Report,Please report on the mob-lynching that happened in India on 17th April. I don’t think any news channel has covered it yet.,sadness
2020,COVID-19 Situation Report,"Government is doing what it can, but people also has to contribute. Help the government, help others, help yourself. Stay home, stay safe.",joy
2020,COVID-19 Situation Report,Always nice to see the beautiful Indian ladies reporting the news.,joy
2020,COVID-19 Situation Report,"Cases in india are more than 17,000 now.",joy
2020,COVID-19 Situation Report,"Lockdown should be definitely extended
Though relaxation given to certain important functionaries
Air rail road transport should be definitely stopped for atleast one more month for saving our lives from covid spreading",sadness
2020,COVID-19 Situation Report,"There are more, let's just hope they test for cross infections especially in supermarkets and sabzi mandis",sadness
2020,COVID-19 Situation Report,You need this underneath all your banners: * those numbers depend on the testing capacity and transparency of the country,joy
2020,COVID-19 Situation Report,May the Gods bless India.,joy
2020,COVID-19 Situation Report,When words dosent match information on screen... its annoying,anger
2020,COVID-19 Situation Report,"Social distancing is impossible to India, its very populated country. God bless as all.",joy
2020,COVID-19 Situation Report,"....this is a civilization killer, we just haven't realized this yet.",sadness
2020,COVID-19 Situation Report,Sending love and prayers to you all from England xx,joy
2020,COVID-19 Situation Report,Stay healthy India we need you❤️,joy
2020,COVID-19 Situation Report,Despite lock down notice..why delhi cm allowed for largest relegious congress..in nizamuddin..it is because of his Negligence..the problem intensity increased..,sadness
2020,COVID-19 Situation Report,"Stay positive people and please look after one another in a times like this.. and also treat our north eastern brothers and sisters equal... They are not from other countries, they are also Indians.. please help them if needed or atleast just don't discriminate it'll be a great part from you .. jai hind",joy
2020,COVID-19 Situation Report,"Tablighis have broken the shield...
It is no more in government's hand it is upon us individuals to be safe",sadness
2020,COVID-19 Situation Report,Thanks to the efforts of  health secretary peela Rajesh and health minister Vijaya Bhaskar ( he himself is a doctor) tamilnadu Corona virus cases are reducing steadily,sadness
2020,COVID-19 Situation Report,"In God We Trust...My prayers for all the Positive cases all over the world...Have faith every thing will be fine...We will defeat Corona and back stronger than ever...

Love From Raja Khariar",joy
2020,COVID-19 Situation Report,Big numbers to come  on 25th April due to Ramdan,sadness
2020,COVID-19 Situation Report,Tablighi jamaat now never be forgotten in the history of India😥,sadness
2020,COVID-19 Situation Report,"This is not updated, the count is now past 17k",joy
2020,COVID-19 Situation Report,There should be no relaxation during lockdown,joy
2020,COVID-19 Situation Report,"Flare was presented with the opportunity to use the Indian numbering system (lakh, crore) or similar, it was too overwhelming though, he felt, to have any more names for numbers than we already did, otherwise western culture would have had the same system. I like it, it's smart.",joy
2020,COVID-19 Situation Report,"I know we are in a critical situation but states like Goa and Manipur has recovered from it .I think next state will be Kerala .one by one every state of India will get fine like earlier.😊😊🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏


Bcoz we are together 😊😊😊😊😊",joy
2020,COVID-19 Situation Report,We pray for India from Michigan USA,disgust
2020,COVID-19 Situation Report,God is always with us because we always want the happyness of the world...,sadness
2020,COVID-19 Situation Report,"Compared to other countries where people have died right, left and center, India has to a large extent fared better. However this is not a time for complacency. Social distancing via enforcing a lockdown has helped but is it the solution? This question is on every ones mind. How to lift this lockdown is the greatest challenge for governments around the world.",sadness
2020,COVID-19 Situation Report,"In my opinion, all we need is to practise social distancing this will all go away in a couple of months and we all are gonna be at our works and kinda miss this time because we didn't actually have to do anything, things worse than this has happened on Earth .
Hundreds of studies come every other year that this year is gonna be the end of Earth but you know nothing really happens.",joy
2020,COVID-19 Situation Report,As per John Hopkins it’s now 17615 as of April19 2020.,anger
2020,COVID-19 Situation Report,"The density of people in India is problematic. You are in my thoughts.. 
We wish you the best outcome possible. We love you from Australia",joy
2020,COVID-19 Situation Report,"Members of tabhligi Jamaat muzahuddin are main cause for speedy increase in cases.. 
Pray from Malaysia",joy
2020,COVID-19 Situation Report,India is sad place even without COVID19.,sadness
2020,COVID-19 Situation Report,I am amazed that there are any figures whatsoever considering the percentage of population that live in pure poverty in slums.  Just who keeps track of what or when the really poor die?  How do you discern starvation and attendant malnutrional diseases from virus?  Is it even attempted?,sadness
2020,COVID-19 Situation Report,Love india. From Indonesia,joy
2020,COVID-19 Situation Report,Indian people please stay strong & healthy to help make medicines & take away manufacturing from China!,joy
2020,COVID-19 Situation Report,To all the people blaming religion. Congratulations on assuring how backward our poplulation is and that is the reason for lack or growth in the country.,disgust
2020,COVID-19 Situation Report,Why ignore or no update on SOUTH INDIA? This has been observed many times.,sadness
2020,COVID-19 Situation Report,But Jack ma just sent about 1 million test kits. How can there be a shortage. Use them!,joy
2020,COVID-19 Situation Report,What a joke....so bauchi can’t test until it is in Abuja...what a joke,joy
2020,COVID-19 Situation Report,"This is not acceptable, early detection will help for recovery of victims. I hope testing kits be made available to all states.",joy
2020,COVID-19 Situation Report,If you believe that only God will safe Nigeria hit like.....,sadness
2020,COVID-19 Situation Report,That test is downright outrageous!!!!,anger
2020,COVID-19 Situation Report,Maka sure government officials are punished as well,anger
2020,COVID-19 Situation Report,They better take the Money now cause oil is less than a dollar,joy
2020,COVID-19 Situation Report,this is end  of nigeria,sadness
2020,COVID-19 Situation Report,Who are the federal government? Channel TV  you need to stop lying,sadness
2020,COVID-19 Situation Report,This Osage who is it that the death is rising since Chinese enter Nigeria. Which of you in Nigeria is speaking the truth. I don't know what you are doing their. Please don't infect people with faulty testing kits.,sadness
2020,COVID-19 Situation Report,"I just found your website and these videos. Please keep producing content, these are amazing and are a great way to consume all the data collected -- the inferences made from the data from your perspective is also really really helpful in framing which questions I and others can ask of the data sets that are relevant/of interest to us.",joy
2020,COVID-19 Situation Report,"Thank you for the update, very informative! Re the seasonality comment at the end, I'm not sure I follow the logic - sure, on the one hand Australia having trouble with new cases is consistent with that hypothesis, but aren't you ignoring that Europe is having similar trouble in the middle of summer as well? I'm not sure such a broad qualitative fact of an Australian outbreak really speaks against the obvious null hypothesis that loosening of restrictions has increased transmission in various places irrespective of the season. Some seasonality would certainly be expected but are we really seeing it in the data already? Or maybe its not a very large effect as long as so much of the population hasn't been exposed yet.",sadness
2020,COVID-19 Situation Report,Some more basic information would be good. Have these been isolated in human patients?,joy
2020,COVID-19 Situation Report,"Good morning Hon. Mayor Francisco “Isko” Moreno Domagoso,  thank you for your detailed COVID-19 report updates. 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",joy
2020,COVID-19 Situation Report,God bless yorme 👍🏻,joy
2020,COVID-19 Situation Report,God Bless you 🙏🙏🙏,joy
2020,COVID-19 Situation Report,Stay safe! Yorme Isko 🙏🏻🙏🏻🙏🏻,joy
2020,COVID-19 Situation Report,Cannot get any clearer than that!!!!!,sadness
2020,COVID-19 Situation Report,You have a nice content yorme. But i believe it would be better of you deliver it shortly. Direct to the point po. Thanks po. Only my opinion po please disregard if you think di po posible. God bless po,joy
2020,COVID-19 Situation Report,"we need to be prayerful, this virus is not taking it lightly at all  thank you mayor",ambiguous
2020,COVID-19 Situation Report,Hi handsome how you doing,joy
2020,COVID-19 Situation Report,This interview is chilling. It shows how lying about and 'sharpieing' the facts is part of Trump's attempt to fool the people he is supposed to protect.,joy
2020,COVID-19 Situation Report,"I honor this women's honesty, integrity, and courage. Thank you for your service in helping to defend the lives of us Floridians.  I look forward to your elevation in your next job posting and will faithfully honor any directives that you support.",joy
2020,COVID-19 Situation Report,Ron DeSantis is Florida's personal Trump.,disgust
2020,COVID-19 Situation Report,This is the only time in your life when you have a real chance to fundamentally change America. The best case scenario for Democrats in 2020 allows for constitutional changes. If you vote.,joy
2020,COVID-19 Situation Report,Good for her.. stand for what is right,joy
2020,COVID-19 Situation Report,"My neighbors (husband and wife) both work for the Pinellas County school district here in Florida and they have covid from work, and the sad thing is the school district has a secretary running the show because not a single supervisor knows what to do, even after people have tested positive they have them come to work if they feel well enough to work.",sadness
2020,COVID-19 Situation Report,Unbelievable that there are still people prepared to vote for this kind of leadership. GOP better rename itself to Covid-Party.,joy
2020,COVID-19 Situation Report,Ms. Jones is a asset and someone who knows the truth and is not afraid to tell it. Something the Republicans hate. Bravo 👏,joy
